bestseller,brand,product_name,item_no,5_star,4_star,3_star,2_star,1_star,price,oz_at_price,options,sex,type,loves,reviews,dominant_color,floral,fresh ,warm,spicy|spice,earthy,woody|wood,musk|musky,vanilla,fruit|fruity,sweet,oil,rose
False,issey miyake,l’eau d’issey body lotion,992032,2,0,0,0,1,52.0,6.7,,women,,540,3,"(233, 234, 237)",1,1,1,0,0,1,1,0,0,0,1,1
False,eight & bob,cap d’antibes,1917830,,,,,,175.0,3.4,"['standard size', 'mini size']",women,eau de parfum spray,140,0,"(24, 52, 108)",0,0,0,0,1,1,0,0,0,0,0,0
False,phlur,olmsted & vaux eau de parfum,2113462,8,1,0,0,0,88.0,1.7,,women,,218,9,"(225, 226, 226)",0,1,0,0,0,0,1,0,1,0,1,0
False,aerin,tangier vanille rollerball,1855659,3,0,0,0,1,28.0,0.27,,women,eau de parfum rollerball,807,4,"(227, 210, 189)",0,0,0,0,0,1,1,1,0,0,0,1
False,dior,miss dior moisturizing body milk,1982727,1,0,0,0,0,55.0,6.8,,women,,695,1,"(226, 210, 212)",1,1,1,0,0,1,0,0,0,0,0,1
False,laura mercier,crème brûlée crème wash,871749,6,0,0,2,0,40.0,8.0,,women,,1902,8,"(234, 201, 158)",0,0,1,0,0,0,0,1,0,0,0,0
False,tory burch,love relentlessly rollerball,1887579,7,3,3,1,2,30.0,0.2,,women,eau de parfum  rollerball,0,16,"(239, 208, 197)",0,0,1,0,0,1,0,0,0,0,0,1
False,tata harper,aromatic bedtime treatment,2032035,1,0,0,0,1,60.0,0.16,,women,,457,2,"(131, 179, 84)",0,0,0,0,0,0,0,0,0,0,1,0
False,by rosie jane,rosie oil,2147361,,,,,,40.0,0.17,,women,,5,0,"(214, 203, 188)",1,0,0,0,0,0,1,1,0,0,1,1
False,"""etat libre d'orange""",remarkable people travel spray,1915727,2,0,0,0,0,25.0,0.25,,women,eau de parfum travel spray,323,2,"(230, 227, 221)",1,0,1,1,0,1,0,0,0,0,0,0
False,dior,sauvage very cool spray,1962356,1,0,0,0,0,79.0,3.4,['standard size'],unisex,eau de toilette body spray,216,1,"(41, 41, 41)",0,1,0,0,0,1,0,0,0,0,1,0
False,chloé,fleur de parfum rollerball,1880483,7,0,0,0,1,30.0,0.33,,women,eau de parfum rollerball,1694,8,"(224, 218, 215)",1,1,0,0,0,0,0,0,1,1,0,1
False,jo malone london,english pear & freesia body & hand wash,1946987,2,1,0,0,0,40.0,8.5,,women,,1228,3,"(221, 221, 217)",1,0,0,0,0,1,0,0,1,0,0,0
False,comptoir sud pacifique,vanille blackberry travel spray,1915776,2,0,1,0,2,24.0,0.33,,women,eau de toilette spray,876,5,"(227, 228, 226)",1,0,1,1,0,1,0,1,1,1,1,0
False,atelier cologne,clémentine california hand cream,2039758,,,,,,25.0,1.0,,women,,495,3,"(19, 136, 187)",0,1,1,0,0,1,0,0,1,1,1,0
False,ellis brooklyn,myth eau de parfum travel spray,2044022,2,0,0,0,1,30.0,,,women,eau de parfum travel spray,0,3,"(223, 225, 212)",0,0,1,0,0,1,1,0,0,0,0,0
False,prada,prada candy rollerball trio,1982214,5,1,0,0,0,65.0,,,women,,1592,6,"(233, 207, 206)",1,0,0,0,0,0,1,1,0,1,1,0
False,ralph lauren,ralph love eau de toilette,1799832,12,1,1,0,0,46.0,1.0,['standard size'],women,eau de toilette spray,1860,14,"(232, 200, 207)",0,0,0,0,0,0,0,0,0,1,0,1
True,givenchy,eaudemoiselle de givenchy extravagant,1975655,4,3,0,0,0,150.0,3.3,,women,,496,7,"(38, 38, 38)",1,0,1,1,0,1,0,1,0,0,0,1
True,hermès,un jardin en mediterranée,1018209,28,7,6,3,1,100.0,1.6,['standard size'],women,eau de toilette spray,2669,45,"(226, 228, 218)",0,0,0,0,0,0,0,0,0,0,0,0
False,mugler,angel eau sucree,1917392,10,2,4,0,1,82.0,1.7,,women,eau de toilette spray,508,17,"(196, 205, 234)",1,0,1,0,0,0,0,1,1,1,0,0
False,elizabeth and james,nirvana rose rollerball,1855238,40,11,11,5,6,28.0,0.34,,women,eau de parfum rollerball,5506,73,"(208, 32, 50)",1,0,0,0,0,0,0,0,0,0,0,1
False,rag & bone,oud eau de parfum,2011013,0,0,0,1,0,150.0,1.7,,women,,148,1,"(230, 224, 218)",0,0,1,1,0,1,0,0,0,0,0,0
False,juicy couture,viva la juicy rosé,1774272,44,8,3,0,0,78.0,1.7,"['standard size', 'mini size']",women,eau de parfum spray,5066,55,"(211, 149, 165)",1,1,1,0,0,0,0,0,1,0,0,1
False,commodity,orris travel spray,1898352,2,0,0,0,0,30.0,0.33,['mini size'],women,eau de parfum travel spray,643,2,"(203, 200, 197)",1,1,1,1,0,1,0,0,0,0,0,0
False,jo malone london,wood sage & sea salt body & hand wash,1946979,5,0,0,0,0,40.0,8.5,,women,,1597,5,"(225, 221, 214)",0,1,0,0,0,1,0,0,0,0,0,0
False,moschino,moschino fresh couture rollerball,2019354,1,1,0,0,0,28.0,0.3,,women,eau de toilette rollerball,1049,2,"(207, 226, 229)",1,1,0,0,0,1,0,0,0,0,0,0
False,elizabeth and james,nirvana amethyst rollerball,1966589,30,7,2,3,1,28.0,0.34,,women,eau de parfum rollerball,3587,43,"(62, 43, 55)",0,0,1,1,0,0,0,0,0,0,0,0
False,stella mccartney,pop,1804046,98,24,15,13,18,25.0,0.25,['mini size'],women,eau de parfum rollerball,4740,168,"(187, 38, 99)",1,0,0,0,0,1,1,0,0,0,0,1
False,donna karan,liquid cashmere black,1759281,11,1,0,0,0,95.0,1.7,['standard size'],women,eau de parfum spray,856,12,"(215, 206, 190)",0,0,0,0,0,0,0,0,0,0,0,0
False,ellis brooklyn,fawn eau de parfum,2039790,11,0,1,0,0,100.0,1.7,,women,,781,12,"(39, 39, 35)",1,0,1,0,0,0,1,0,0,1,1,0
False,michael kors,turquoise,1854728,5,1,0,1,0,112.0,3.4,['standard size'],women,eau de parfum spray,640,7,"(32, 119, 130)",1,0,1,0,0,1,1,0,0,0,0,0
False,tory burch,tory burch jolie fleur rose,1780113,15,4,4,1,3,96.0,1.7,['standard size'],women,eau de parfum spray,2397,27,"(243, 234, 227)",0,1,0,0,0,1,1,0,0,0,0,1
False,tory burch,tory burch absolu rollerball,1876648,,,,,,30.0,0.2,['mini size'],women,eau de parfum rollerball,0,1,"(243, 235, 210)",0,1,0,0,1,1,0,1,0,0,0,1
False,clean,air rollerball,1694371,3,2,1,0,0,22.0,0.34,,women,eau de parfum rollerball,1171,6,"(218, 223, 219)",1,0,0,0,0,1,1,0,0,0,1,0
False,elizabeth and james,nirvana white pure perfume oil,1648831,30,5,6,16,5,35.0,0.47,,women,,3771,62,"(222, 218, 212)",0,0,0,0,0,0,1,0,0,0,1,1
False,hermès,eau de pamplemousse rose,1232792,4,5,0,0,1,130.0,3.3,['standard size'],women,eau de cologne spray,1281,10,"(191, 224, 129)",0,1,0,0,0,0,0,0,1,1,0,1
False,viktor&rolf,flowerbomb rose twist,1971589,21,13,10,1,2,69.0,0.68,,women,,1756,47,"(223, 215, 214)",1,0,0,0,0,0,1,0,0,0,1,1
False,philosophy,pure grace nude rose eau de toilette rollerball,2039055,1,1,0,0,0,20.0,0.33,['mini size'],women,eau de toilette rollerball,679,2,"(217, 213, 201)",1,0,1,0,0,1,1,0,0,0,0,1
False,prada,prada candy kiss rollerball,1918192,5,0,1,0,0,28.0,0.34,,women,eau de parfum rollerball,898,6,"(229, 227, 221)",0,0,0,0,0,0,1,1,0,0,0,0
False,clean,cashmere rollerball,1751544,9,3,0,1,0,22.0,0.34,,women,eau de parfum rollerball,1590,13,"(134, 176, 138)",1,0,1,0,0,1,1,0,0,0,1,0
False,philosophy,falling in love shampoo,659169,156,28,18,7,2,26.0,16.0,,women,,4680,211,"(202, 199, 209)",0,0,0,0,0,0,0,0,0,0,0,0
False,michael kors,michael kors eau de parfum & lip gloss rollerball duo,1113976,18,6,2,1,1,30.0,,,women,,1939,28,"(219, 207, 197)",1,1,1,1,0,1,1,0,0,0,0,1
False,atelier cologne,collection azur – sud magnolia,1684943,52,13,9,4,5,135.0,3.3,['standard size'],women,cologne absolue pure perfume  spray,2523,83,"(18, 69, 95)",1,1,1,0,0,1,1,0,0,0,0,1
False,hermès,kelly calèche,1170356,12,0,1,1,2,124.0,1.6,['standard size'],women,eau de parfum spray,1232,16,"(240, 221, 218)",0,1,0,0,0,0,0,0,0,0,0,0
False,commodity,leather travel spray,1898345,4,0,0,2,0,30.0,0.33,,women,eau de parfum travel spray,514,6,"(203, 200, 198)",0,0,1,1,0,1,0,0,0,0,0,0
False,maison louis marie,no.05 kandilli perfume oil,2077949,2,0,0,0,0,57.0,0.5,,women,,270,2,"(28, 36, 29)",1,0,1,0,0,1,1,0,0,0,1,1
False,derek lam 10 crosby,2am kiss travel spray,1912351,6,1,1,0,0,25.0,0.33,,women,eau de parfum spray,1121,8,"(156, 39, 55)",0,0,1,1,0,0,0,0,0,1,0,0
True,jo malone london,geranium & walnut hand cream,1947019,2,1,0,1,0,30.0,1.7,,women,,1082,4,"(227, 213, 191)",0,0,1,0,0,1,0,0,0,0,1,0
True,tocca,stella hair fragrance,1912740,14,7,5,1,1,28.0,1.7,,women,stella,2248,28,"(246, 234, 220)",1,1,1,0,0,1,0,0,0,1,1,1
False,berdoues,selva do brazil,1942929,3,1,1,0,0,88.0,3.4,,women,,618,5,"(212, 221, 203)",0,0,0,0,1,1,0,0,0,0,0,0
False,tocca,bianca travel spray,1658210,9,0,0,0,0,46.0,,,women,eau de parfum,0,9,"(208, 215, 218)",0,0,0,0,0,0,1,0,0,0,0,1
True,kilian,straight to heaven,2056869,3,0,0,0,0,195.0,,,women,eau de parfum refillable travel sprays,312,3,"(32, 32, 33)",0,0,1,1,0,1,0,1,1,1,0,0
False,aerin,rose oil,1738657,9,1,1,1,0,70.0,1.0,,women,,3454,12,"(231, 222, 209)",1,0,0,0,0,0,0,0,0,0,1,1
False,by rosie jane,james travel spray,2073054,1,0,2,0,0,20.0,0.25,['mini size'],women,eau de parfum travel spray,429,3,"(194, 188, 175)",1,0,1,0,0,0,1,0,0,0,1,0
False,calvin klein,deep euphoria,1858133,9,1,2,2,0,24.0,0.33,"['standard size', 'mini size']",women,eau de parfum rollerball,1290,14,"(212, 212, 212)",1,0,0,0,0,0,1,0,0,0,0,1
False,giorgio armani beauty,sì hair mist,1947928,1,0,1,0,0,45.0,1.0,,women,,1098,2,"(240, 223, 218)",1,0,0,0,0,1,1,0,0,0,1,0
False,givenchy,amarige,6528,66,12,3,1,6,76.0,1.6,['standard size'],women,eau de toilette spray,2437,87,"(241, 198, 119)",1,0,1,0,0,0,0,0,0,1,0,0
False,fresh,fresh life™ rollerball,1585975,19,7,12,5,3,25.0,0.33,,women,eau de parfum rollerball,3039,46,"(75, 75, 75)",0,1,1,0,1,0,0,1,1,1,0,0
False,by rosie jane,leila lou oil,2147338,,,,,,40.0,0.17,,women,,11,0,"(193, 193, 166)",1,0,0,0,0,0,1,0,1,0,1,0
False,lancôme,la vie est belle body lotion,1715895,5,0,1,0,0,50.0,6.7,,women,,908,6,"(223, 209, 202)",1,0,0,0,0,0,0,0,0,1,0,0
True,tocca,stella rollerball,1653096,15,5,1,0,1,25.0,0.33,,women,eau de parfum rollerball,1773,22,"(204, 145, 71)",1,1,1,0,0,1,0,0,0,1,0,1
False,jo malone london,tuberose angelica cologne intense,1946854,4,0,1,0,3,185.0,3.4,['standard size'],women,spray,1285,8,"(39, 31, 28)",1,0,1,0,0,1,0,0,0,0,0,1
False,tom ford,oud wood body moisturizer,1565936,4,0,0,0,0,68.0,5.0,,women,,579,4,"(59, 51, 44)",0,0,1,0,0,1,0,1,0,0,0,1
False,berdoues,discovery mini set,2097970,,,,,,49.0,,,women,,214,0,"(226, 224, 217)",0,0,0,0,0,0,0,0,0,0,0,0
False,stella mccartney,pop rollerball,1804046,24,4,7,1,1,25.0,0.25,,women,eau de parfum rollerball,2564,37,"(187, 38, 99)",1,0,0,0,0,1,1,0,0,0,0,1
False,commodity,vetiver travel spray,1898378,3,0,0,0,0,30.0,0.33,['mini size'],women,eau de parfum travel spray,842,3,"(203, 200, 198)",1,1,0,0,1,1,0,0,0,0,1,0
False,calvin klein,ck one all over body spray,1428739,6,0,0,0,0,20.0,5.4,,women,,1778,6,"(222, 222, 222)",0,1,0,0,0,0,1,0,0,0,0,1
False,juicy couture,juicy couture rollerball,1529395,17,1,0,0,1,24.0,0.33,,women,eau de parfum rollerball,1961,19,"(229, 212, 210)",0,0,0,0,0,1,0,1,1,1,0,1
False,maison margiela,’replica’ filter: blur,1838739,9,1,5,0,4,55.0,1.7,,women,perfumed oil spray,3786,19,"(232, 224, 218)",0,0,0,0,0,0,1,0,0,0,1,0
False,marc jacobs fragrances,decadence eau so decadent rollerball,1981489,2,0,0,0,0,29.0,0.33,,women,eau de toilette rollerball,0,2,"(219, 227, 215)",1,0,0,0,0,0,0,0,1,0,0,0
False,moschino,so real,2036911,2,0,0,0,0,69.0,1.7,['standard size'],women,eau de toilette spray,787,2,"(28, 52, 65)",0,1,0,0,0,0,0,0,1,0,0,0
False,phlur,moab eau de parfum,2113470,9,0,0,0,0,88.0,1.7,,women,,272,9,"(226, 227, 226)",0,0,1,1,0,1,1,1,0,0,1,0
False,phlur,hepcat eau de parfum,2113488,6,1,0,0,0,88.0,1.7,,women,,195,7,"(225, 226, 226)",0,0,1,1,0,0,1,0,0,0,1,0
False,derek lam 10 crosby,blackout travel spray,1912344,7,0,1,0,0,25.0,0.33,,women,eau de parfum spray,572,8,"(69, 66, 63)",0,1,0,1,1,1,0,0,0,1,0,0
False,elizabeth and james,nirvana white,1736917,428,117,57,31,32,110.0,3.4,"['standard size', 'mini size']",women,eau de parfum spray,20000,665,"(213, 212, 210)",1,0,0,0,0,0,1,0,0,0,0,0
False,tom ford,velvet orchid lumière,1890680,8,2,1,2,2,125.0,1.7,['standard size'],women,eau de parfum  spray,1291,15,"(69, 41, 72)",1,0,1,1,0,1,0,1,0,0,1,1
False,berdoues,assam of india,1942937,16,5,4,0,0,88.0,3.4,"['standard size', 'mini size']",women,edp spray,2340,25,"(236, 222, 199)",0,0,0,0,1,1,0,0,0,0,0,0
False,lavanila,fresh vanilla lemon fragrance,1527712,33,11,7,10,5,58.0,1.7,['standard size'],women,eau de parfum spray,4526,66,"(193, 199, 119)",0,1,1,0,0,0,1,1,1,0,1,0
False,chloé,love story eau de toilette,1804129,2,0,0,0,0,115.0,2.5,,women,,1318,2,"(227, 216, 211)",1,1,0,0,0,0,0,0,0,0,1,0
False,tocca,simone travel spray,1660745,2,1,0,0,0,46.0,0.68,,women,eau de parfum spray,0,3,"(242, 232, 229)",0,0,0,0,0,1,1,0,0,0,0,1
False,clean,reserve warm cotton travel spray,1985779,13,1,1,0,0,25.0,0.34,,women,eau de parfum spray,747,15,"(220, 223, 221)",0,1,1,0,0,0,1,1,1,1,1,0
False,tom ford,velvet orchid hydrating emulsion,1891837,1,0,1,0,0,57.0,5.0,,women,,307,2,"(22, 17, 25)",1,0,1,1,0,0,0,1,0,0,0,0
False,commodity,tea travel spray,1699990,4,4,1,4,3,26.0,0.33,['mini size'],women,eau de parfum spray,1847,16,"(231, 228, 226)",0,0,1,0,1,1,0,0,0,0,0,0
True,juliette has a gun,another oud travel spray,1808062,11,0,0,2,1,28.0,0.25,,women,eau de parfum spray,1153,14,"(38, 38, 37)",0,0,0,0,0,1,1,0,0,0,0,0
False,mugler,angel perfuming body cream,1138247,6,0,0,0,0,95.0,6.9,,women,,1216,6,"(193, 197, 209)",0,0,0,0,0,0,0,1,0,0,0,0
False,pink sugar,pink sugar body mousse,698258,10,1,4,0,0,30.0,8.5,,women,,2198,15,"(173, 38, 89)",0,0,0,0,0,1,1,1,1,0,0,0
False,commodity,magnolia travel spray,1757459,6,3,0,1,4,26.0,0.33,,women,eau de parfum rollerball,1496,14,"(228, 225, 224)",1,0,1,0,0,1,1,0,0,1,0,0
False,atelier cologne,cedrat enivrant cologne absolue pure perfume,1598432,37,18,5,4,1,195.0,6.7,['value size'],women,cologne absolue pure perfume  spray,1718,65,"(234, 232, 168)",0,0,0,0,0,0,0,0,0,0,0,0
False,giorgio armani beauty,sì perfume oil,1947936,9,0,0,0,2,40.0,1.0,,women,,685,11,"(41, 35, 32)",1,0,1,0,0,1,1,0,0,0,1,0
False,philosophy,living grace,1446434,55,23,14,6,3,49.0,2.0,['standard size'],women,eau de toilette spray,1995,101,"(220, 229, 230)",1,1,1,0,0,0,1,0,0,0,0,0
False,jo malone london,myrrh & tonka cologne intense,1946862,12,2,1,0,0,185.0,3.4,['standard size'],women,spray,2114,15,"(39, 31, 28)",0,0,1,1,0,0,0,1,0,1,0,0
False,acqua di parma,blu mediterraneo arancia di capri,1417567,10,9,2,0,1,165.0,5.0,"['standard size', 'value size']",women,eau de toilette spray,1775,22,"(35, 95, 180)",0,0,1,0,0,0,1,0,0,1,0,0
False,atelier cologne,orange sanguine hand cream,1837590,0,0,0,0,1,25.0,1.0,,women,,362,1,"(210, 198, 195)",0,0,0,0,0,1,0,0,1,1,1,0
False,tom ford,black orchid eau de toilette,1744481,33,3,4,0,10,107.0,1.7,['standard size'],women,eau de toilette spray,2352,50,"(39, 39, 39)",0,0,0,1,0,1,0,1,0,0,0,0
True,givenchy,dahlia divin eau initiale,2086114,1,0,0,0,0,76.0,1.7,['standard size'],women,eau de toilette,212,1,"(232, 230, 229)",1,1,0,0,0,1,1,0,1,0,0,1
False,rag & bone,encens eau de parfum,2010999,2,0,0,0,0,150.0,1.7,,women,,348,2,"(218, 209, 197)",0,0,1,1,0,1,0,0,0,0,0,0
False,maison louis marie,no.02 le long fond perfume oil,2077923,1,0,0,0,0,57.0,0.5,,women,,207,1,"(29, 37, 30)",1,0,0,0,1,1,1,0,0,0,1,0
False,yuni,pocket savasana aroma concentrate,1922061,5,1,0,0,0,26.0,0.33,,women,,1238,6,"(229, 227, 228)",0,0,0,0,0,0,0,0,0,0,1,0
False,gucci,flora by gucci eau fraîche,1318542,63,14,2,4,0,100.0,2.5,,women,eau de toilette spray,2211,83,"(222, 226, 219)",1,0,1,0,0,1,0,0,1,0,0,1
True,miu miu,miu miu shower gel,1785724,2,0,1,0,0,48.0,6.7,,women,,732,3,"(130, 165, 170)",1,1,0,0,0,1,0,0,0,0,0,1
False,"""etat libre d'orange""",bijou romantique,1757939,2,2,0,0,1,149.0,3.38,['standard size'],women,eau de parfum spray,691,5,"(217, 209, 184)",1,1,0,0,0,0,0,1,0,1,0,0
False,clean,warm cashmere,1997386,4,0,0,0,2,40.0,1.0,,women,,475,6,"(217, 216, 208)",0,1,1,0,1,1,1,0,1,1,1,0
True,moschino,moschino pink fresh couture rollerball,2019347,,,,,,28.0,0.3,,women,eau de toilette rollerball,637,0,"(234, 219, 226)",1,1,1,0,0,1,1,0,1,0,0,1
False,philosophy,amazing grace ballet rose firming body emulsion,2048437,7,1,1,0,0,39.0,16.0,,women,,359,9,"(233, 233, 230)",1,0,0,0,0,1,1,0,0,0,0,1
False,atelier cologne,pomelo paradis body and hair shower gel,1689314,2,0,0,0,0,40.0,8.9,,women,,384,2,"(15, 70, 100)",0,1,0,0,0,0,0,0,0,0,0,1
False,narciso rodriguez,narciso eau de toilette,1713510,6,0,0,0,1,100.0,3.0,['standard size'],women,eau de toilette spray,436,7,"(16, 16, 16)",1,0,0,0,0,1,1,0,0,0,0,1
False,juicy couture,i am juicy couture,1737840,22,1,2,1,0,76.0,1.7,['standard size'],women,eau de parfum spray,2210,26,"(235, 225, 189)",0,0,0,0,0,1,1,0,1,1,0,1
False,pinrose,secret genius travel spray,2038644,18,3,2,1,0,24.0,0.34,,women,eau de parfum travel spray,1082,24,"(231, 227, 225)",0,0,1,1,0,0,0,1,0,1,0,0
False,aerin,waterlily sun rollerball,1736032,9,4,1,1,0,30.0,0.27,,women,eau de parfum rollerball,2081,15,"(213, 213, 198)",1,0,1,0,0,0,1,0,0,1,0,0
False,versace,bright crystal rollerball,1250554,11,5,5,0,1,28.0,0.3,,women,eau de toilette rollerball,0,22,"(232, 225, 225)",1,0,1,0,0,0,1,0,0,0,0,0
False,miu miu,"""miu miu l'eau bleue rollerball""",1896059,11,3,0,0,4,30.0,0.33,,women,eau de parfum  rollerball,1972,18,"(240, 236, 224)",1,1,0,1,0,1,0,0,0,0,0,0
True,dior,miss dior blooming bouquet rollerpearl,2098044,,,,,,38.0,0.7,['mini size'],women,eau de toilette rollerball,144,0,"(230, 202, 217)",1,1,0,0,0,0,1,0,1,0,1,1
False,philosophy,falling in love fragrance,659094,408,84,32,20,18,49.0,2.0,"['standard size', 'mini size']",women,eau de toilette spray,8285,561,"(226, 226, 232)",1,0,0,0,0,0,1,1,0,1,0,0
False,laura mercier,almond coconut body butter,1372713,4,0,1,1,2,35.0,6.0,,women,,2523,8,"(217, 216, 215)",0,0,1,0,0,0,1,1,0,0,0,0
False,donna karan,cashmere mist body creme,592501,4,1,0,0,0,58.0,6.7,,women,,689,5,"(226, 211, 195)",0,0,0,0,0,1,1,1,0,0,0,0
False,pinrose,wild child travel spray,2038651,3,2,0,0,0,24.0,0.34,,women,eau de parfum travel spray,406,5,"(242, 215, 226)",1,0,0,0,0,0,0,0,1,0,0,0
False,ellis brooklyn,rrose eau de parfum,1873397,12,1,2,1,0,100.0,1.7,"['standard size', 'mini size']",women,eau de parfum spray,2120,16,"(8, 7, 6)",0,1,0,0,0,1,1,1,0,0,1,1
False,jo malone london,geranium & walnut body scrub,1947761,2,0,1,0,0,55.0,7.0,,women,,772,3,"(37, 35, 33)",0,0,1,0,0,0,0,0,0,0,0,0
False,tom ford,neroli portofino body moisturizer,1449198,4,2,1,1,3,68.0,5.0,,women,,1080,11,"(8, 106, 106)",1,0,0,0,0,0,0,0,0,0,1,0
False,mugler,angel travel spray,2103182,,,,,,30.0,0.3,['standard size'],women,eau de parfum,145,0,"(141, 176, 212)",0,1,1,1,0,0,0,1,0,1,0,0
False,the 7 virtues,grapefruit lime eau de parfum rollerball,2047694,7,0,1,0,1,28.0,0.33,,women,eau de parfum rollerball,626,9,"(234, 234, 230)",0,1,1,0,0,1,1,0,1,1,1,0
False,nest,verde rollerball,1690908,30,9,0,4,4,27.0,0.34,,women,rollerball,1661,47,"(48, 56, 48)",0,0,0,0,0,0,1,0,0,0,0,0
True,tom ford,oud wood all over body spray,1658996,3,1,0,0,1,68.0,5.0,,women,,871,5,"(61, 58, 56)",0,0,1,0,0,1,0,1,0,0,0,1
False,aerin,garden rose eau de cologne,1912427,1,0,0,0,0,175.0,6.7,"['standard size', 'mini size']",women,eau de cologne spray,1172,1,"(237, 225, 220)",1,1,1,0,0,1,1,0,0,0,0,1
False,aerin,garden rose eau de cologne rollerball,1912443,1,1,1,1,0,28.0,0.2,,women,eau de cologne rollerball,1169,4,"(235, 227, 218)",1,1,1,0,0,1,1,0,0,0,0,1
False,aerin,linen rose eau de cologne,1912419,7,0,3,2,1,175.0,6.7,['standard size'],women,eau de cologne spray,1134,13,"(230, 228, 223)",1,0,1,0,0,0,0,1,0,0,1,1
False,berdoues,vânira moorea,1942978,1,1,0,1,0,88.0,3.4,,women,,822,3,"(29, 95, 93)",0,0,1,1,0,0,0,1,0,1,0,0
False,berdoues,péng lái travel spray,2033207,,,,,,25.0,0.34,['mini size'],women,eau de parfum travel spray,411,0,"(229, 213, 203)",1,0,0,0,0,0,0,0,1,0,0,0
False,berdoues,assam of india travel spray,2033223,1,0,0,0,0,25.0,0.34,['mini size'],women,eau de parfum travel spray,225,1,"(229, 227, 221)",0,0,0,0,1,1,0,0,0,0,0,0
False,guerlain,mon guerlain perfumed body lotion,1926112,3,1,0,0,0,52.0,6.7,,women,,857,4,"(248, 238, 233)",0,1,1,1,0,1,0,1,0,1,0,0
False,tory burch,tory burch shower gel,1574797,4,2,1,0,0,52.0,8.5,,women,,910,7,"(249, 228, 216)",1,0,0,0,1,1,0,0,1,0,0,1
False,the 7 virtues,rose amber eau de parfum rollerball,2047710,8,0,0,1,0,28.0,0.33,,women,eau de parfum rollerball,482,9,"(233, 235, 232)",1,0,1,0,0,1,1,1,0,0,1,1
False,giorgio armani beauty,sun di gioia rollerball,1803519,8,6,3,0,1,24.0,0.34,,women,eau de parfum rollerball,1681,18,"(232, 224, 218)",0,0,1,0,0,1,0,1,0,0,0,0
False,maison margiela,’replica’ promenade in the gardens,1602267,16,5,1,2,4,126.0,3.4,,women,eau de toilette spray,3007,28,"(211, 210, 200)",1,1,0,0,0,1,0,0,0,0,1,1
False,marc jacobs fragrances,daisy dream twinkle,2019073,7,1,1,1,2,84.0,1.7,,women,,1465,12,"(232, 215, 240)",1,1,0,0,0,0,0,0,1,0,0,0
False,tom ford,black orchid hair mist,1980515,,,,,,72.0,1.0,,women,,303,0,"(211, 186, 143)",0,0,0,0,0,1,0,1,0,0,0,0
False,jo malone london,mimosa & cardamom body crème,1947951,2,0,0,0,0,80.0,5.9,,women,,718,2,"(213, 208, 200)",1,0,1,0,0,1,0,0,0,1,1,1
False,estée lauder,modern muse rollerball,1794643,3,0,0,0,0,25.0,0.2,,women,eau de parfum rollerball,1025,3,"(237, 223, 215)",1,0,0,0,0,1,0,0,0,0,0,0
False,ellis brooklyn,fable eau de parfum,1873413,4,0,1,0,0,100.0,1.7,,women,eau de parfum spray,686,5,"(8, 7, 6)",1,0,1,0,0,1,1,0,0,0,1,0
False,marc jacobs fragrances,splash: cucumber,1790153,13,1,2,1,1,62.0,3.4,,women,eau de toilette spray,1359,18,"(214, 215, 199)",1,1,0,0,0,1,1,0,1,0,1,0
False,elizabeth and james,nirvana french grey rollerball,1966597,19,1,1,2,2,28.0,0.34,,women,eau de parfum rollerball,2381,25,"(76, 66, 58)",1,1,0,0,0,0,1,0,0,0,0,0
False,mugler,alien eau sublime,1917376,3,0,1,1,0,82.0,2.0,,women,,521,5,"(234, 224, 207)",1,0,0,0,0,1,0,0,0,0,0,0
False,by rosie jane,tilly,2072999,0,1,0,0,0,50.0,1.7,"['standard size', 'mini size']",women,eau de parfum spray,289,1,"(215, 206, 194)",0,1,1,0,0,0,1,0,1,0,1,0
False,clean,cool cotton rollerball,1636661,3,1,0,0,1,22.0,,,women,,0,5,"(125, 196, 158)",0,1,0,0,0,1,1,0,1,0,1,0
False,calvin klein,deep euphoria rollerball,1858133,3,0,0,0,0,24.0,0.33,,women,eau de parfum rollerball,823,3,"(212, 212, 212)",1,0,0,0,0,0,1,0,0,0,0,1
False,berdoues,somei yoshino,1942952,15,1,0,0,0,88.0,3.4,"['standard size', 'mini size']",women,eau de parfum spray,2175,16,"(234, 223, 219)",1,0,0,0,0,0,0,0,1,0,0,0
False,tom ford,fleur de portofino all over body spray,1913730,2,1,1,0,0,68.0,5.0,,women,,731,4,"(134, 226, 226)",1,0,0,0,0,0,0,0,0,0,0,0
False,giorgio armani beauty,sky di gioia rollerball,1976356,2,2,1,0,0,24.0,0.34,,women,eau de parfum rollerball,493,5,"(224, 208, 206)",1,1,0,0,0,0,1,0,1,0,0,1
False,tom ford,sole di positano all over body spray,2038891,0,1,0,0,0,68.0,5.0,,women,,152,1,"(224, 197, 126)",0,1,0,0,0,1,0,0,1,0,0,0
False,tory burch,tory burch jolie fleur lavande rollerball,1914910,4,3,0,2,1,30.0,0.2,,women,eau de parfum rollerball,891,10,"(243, 229, 220)",1,1,0,0,0,0,0,0,0,0,0,0
False,berdoues,somei yoshino travel spray,2033215,,,,,,25.0,0.34,['mini size'],women,eau de parfum travel spray,314,0,"(223, 209, 211)",1,0,0,0,0,0,0,0,1,0,0,0
